Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
rbqa01_rbqa11,rbqa01,,radio,Have you stolen money?,"1, Never | 2, Almost Never| 3, Sometimes| 4, Almost Always | 5, Always",,,,,,,y,,,,,
rbqa01_rbqa12,rbqa01,,radio,Have you had unsafe sex?,"1, Never | 2, Almost Never| 3, Sometimes| 4, Almost Always | 5, Always",,,,,,,y,,,,,
rbqa01_rbqa13,rbqa01,,radio,Have you verbally harassed someone?,"1, Never | 2, Almost Never| 3, Sometimes| 4, Almost Always | 5, Always",,,,,,,y,,,,,
rbqa01_rbqa14,rbqa01,,radio,Have you made attempts to cut or burn yourself?,"1, Never | 2, Almost Never| 3, Sometimes| 4, Almost Always | 5, Always",,,,,,,y,,,,,
rbqa01_rbqa15,rbqa01,,radio,Have you purged or binged?,"1, Never | 2, Almost Never| 3, Sometimes| 4, Almost Always | 5, Always",,,,,,,y,,,,,
rbqa01_rbqa16,rbqa01,,radio,Have you gambled?,"1, Never | 2, Almost Never| 3, Sometimes| 4, Almost Always | 5, Always",,,,,,,y,,,,,
rbqa01_rbqa17,rbqa01,,radio,"Have you lied to your family members (e.g., grandparents, parents, siblings)?","1, Never | 2, Almost Never| 3, Sometimes| 4, Almost Always | 5, Always",,,,,,,y,,,,,
rbqa01_rbqa18,rbqa01,,radio,"Have you driven (a bicycle, a moped, and/or a car) recklessly (e.g., at fast speeds, under the influence of a substance)?","1, Never | 2, Almost Never| 3, Sometimes| 4, Almost Always | 5, Always",,,,,,,y,,,,,
rbqa01_rbqa19,rbqa01,,radio,Have you used cigarettes?,"1, Never | 2, Almost Never| 3, Sometimes| 4, Almost Always | 5, Always",,,,,,,y,,,,,
rbqa01_rbqa20,rbqa01,,radio,Have you engaged in acts of revenge?,"1, Never | 2, Almost Never| 3, Sometimes| 4, Almost Always | 5, Always",,,,,,,y,,,,,
stai01_stai0_preamble,stai01,,descriptive,"Read each statement and select the appropriate response to indicate how you feel right now, that is, at this very moment. There are no right or wrong answers. Do not spend too much time on any one statement but give the answer which seems to describe your present feelings best.",,,,,,,,,,,,,
stai01_stai1,stai01,,radio,Right now. I feel calm.,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai2,stai01,,radio,Right now. I feel secure,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai3,stai01,,radio,Right now. I am tense.,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai5,stai01,,radio,Right now. I feel at ease,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai6,stai01,,radio,Right now. I feel upset,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai7,stai01,,radio,Right now. I am presently worrying over possible misfortunes,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai10,stai01,,radio,Right now. I feel comfortable,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai11,stai01,,radio,Right now. I feel self-confident.,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai12,stai01,,radio,Right now. I feel nervous,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai13,stai01,,radio,Right now. I am jittery,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai15,stai01,,radio,Right now. I am relaxed,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai16,stai01,,radio,Right now. I feel content,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai17,stai01,,radio,Right now. I am worried,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai20,stai01,,radio,Right now. I feel pleasant,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai21,stai01,,radio,Generally. I feel pleasant,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai24,stai01,,radio,Generally. I wish I couid be as happy as others seem to be,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai26,stai01,,radio,Generally. I feel rested.,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai27,stai01,,radio,"Generally. I am calm, cool, and collected.","1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai28,stai01,,radio,Generally. I feel that difficulties are piling up so fast that I cannot overcome them.,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai29,stai01,,radio,Generally. I worry too much over something that really doesn't matter,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai30,stai01,,radio,Generally. I am happy,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai32,stai01,,radio,Generally. I lack self-confidence,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai33,stai01,,radio,Generally. I feel secure,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai36,stai01,,radio,Generally. I am content,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai37,stai01,,radio,Generally. Some unimportant thought runs through my mind and bothers me,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai38,stai01,,radio,Generally. I take disappointments so keenly that I can't put them out of my mind,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai39,stai01,,radio,Generally. I am a steady person,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai40,stai01,,radio,Generally. I get in a state of tension or turmoil as I think over my recent concerns and interests,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai_state4_i,stai01,,radio,Right now. I am regretful.,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai_state8_i,stai01,,radio,Right now. I feel rested.,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai_state9_i,stai01,,radio,Right now. I feel anxious.,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai_state14_i,stai01,,radio,Right now. I feel high strung.,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai_state18_i,stai01,,radio,Right now. I feel overexcited and rattled.,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai_state19_i,stai01,,radio,Right now. I feel joyful.,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai_trait2_i,stai01,,radio,Generally. I tire quickly.,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai_trait3_i,stai01,,radio,Generally. I feel like crying.,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai_trait5_i,stai01,,radio,Generally. I am losing out on things because I can't make up my mind soon enough.,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai_trait11_i,stai01,,radio,Generally. I am inclined to take things hard.,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai_trait14_i,stai01,,radio,Generally. I try to avoid facing a crisis or difficulty.,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
stai01_stai_trait15_i,stai01,,radio,Generally. I feel blue.,"1, Not at all so | 2, Somewhat | 3, Moderately so | 4, Very much so",,,,,,,y,,,,,
masq01_masq_02_preamble,masq01,,descriptive,Please use the table to rate how much you have been experiencing each of the following in the last 2 weeks.,,,,,,,,,,,,,
masq01_1,masq01,,radio,felt hopeless,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_2,masq01,,radio,felt dissatisfied with everything,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_3,masq01,,radio,felt depressed,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_4,masq01,,radio,felt worthless,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_5,masq01,,radio,felt like a failure,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_6,masq01,,radio,felt discouraged,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_7,masq01,,radio,felt afraid,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_8,masq01,,radio,was disappointed in myself,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_9,masq01,,radio,felt sad,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_10,masq01,,radio,felt uneasy,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_11,masq01,,radio,felt pessimistic about the future,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_12,masq01,,radio,felt like something awful was going to happen,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_13,masq01,,radio,"felt tense or ""high-strung""","1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_14,masq01,,radio,blamed myself for a lot of things,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_15,masq01,,radio,"felt keyed up, ""on edge""","1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_16,masq01,,radio,felt confused,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_17,masq01,,radio,worried about a lot of things,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_18,masq01,,radio,felt nervous,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_19,masq01,,radio,felt inferior to others,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_20,masq01,,radio,felt irritable,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_21,masq01,,radio,felt like crying,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_22,masq01,,radio,was unable to relax,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_23,masq01,,radio,felt very restless,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_24,masq01,,radio,had a lump in my throat,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_25,masq01,,radio,had trouble making decisions,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_26,masq01,,radio,had trouble concentrating,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_27,masq01,,radio,had trouble paying attention,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_28,masq01,,radio,got tired or fatigued easily,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_29,masq01,,radio,had trouble staying asleep,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_30,masq01,,radio,had trouble falling asleep,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_31,masq01,,radio,had trouble remembering things,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_32,masq01,,radio,muscles were tense or sore,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_33,masq01,,radio,felt sluggish or tired,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_34,masq01,,radio,did not have much of an appetite,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_35,masq01,,radio,felt nauseous,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_36,masq01,,radio,slept very well,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_37,masq01,,radio,had an upset stomach,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_38,masq01,,radio,had diarrhea,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_39,masq01,,radio,felt really good about myself,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_40,masq01,,radio,"felt really ""up"" or lively","1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_41,masq01,,radio,felt confident about myself,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_42,masq01,,radio,felt like I had many interesting things to do ,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_43,masq01,,radio,felt really happy,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_44,masq01,,radio,felt like I had a lot of energy,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_45,masq01,,radio,felt optimistic,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_46,masq01,,radio,felt like I had a lot to look forward to,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_47,masq01,,radio,felt successful,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_48,masq01,,radio,was proud of myself,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_49,masq01,,radio,felt very clearheaded,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_50,masq01,,radio,look forward to things with enjoyment,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_51,masq01,,radio,felt hopeful about the future,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_52,masq01,,radio,thoughts and ideas came to me very easily,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_53,masq01,,radio,felt like I had accomplished a lot,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_54,masq01,,radio,felt like I could do everything I needed to do ,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_55,masq01,,radio,felt like I was having a lot of fun,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_56,masq01,,radio,felt really talkative,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_57,masq01,,radio,seemed to move quickly and easily,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_58,masq01,,radio,felt cheerful ,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_59,masq01,,radio,was able to laugh easily,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_60,masq01,,radio,felt very alert,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_61,masq01,,radio,felt like being with other people,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_62,masq01,,radio,felt really slowed down,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_63,masq01,,radio,felt like nothing was very enjoyable,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_64,masq01,,radio,felt like there wasn't anything interesting or fun to do,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_65,masq01,,radio,felt like it took extra effort to get started,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_66,masq01,,radio,felt unattractive,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_67,masq01,,radio,felt withdrawn from other people,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_68,masq01,,radio,felt really bored,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_69,masq01,,radio,felt like I didn't need much sleep,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_70,masq01,,radio,thought about death or suicide,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_71,masq01,,radio,felt dizzy or light-headed,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_72,masq01,,radio,had hot or cold spells,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_73,masq01,,radio,hands were cold or sweaty,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_74,masq01,,radio,hands were shaky,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_75,masq01,,radio,had a very dry mouth,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_76,masq01,,radio,was trembling or shaking,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_77,masq01,,radio,muscles twitched or trembled,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_78,masq01,,radio,felt numbness or tingling in my body,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_79,masq01,,radio,felt faint,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_80,masq01,,radio,had to urinate frequently ,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_81,masq01,,radio,heart was racing or pounding,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_82,masq01,,radio,was short of breath,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_83,masq01,,radio,had trouble swallowing,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_84,masq01,,radio,felt like I was choking,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_85,masq01,,radio,had pain in my chest,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_86,masq01,,radio,startled easily,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
masq01_87,masq01,,radio,was afraid I was going to die ,"1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
gad701_preamble,gad701,,descriptive,Please rate each item based on how much you have been experiencing each of the following in the last two weeks. ,,,,,,,,,,,,,
gad701_1,gad701,,radio,"Over the last 2 weeks, how often have you been bothered by feeling nervous, anxious or on edge?","1, Not at all | 2, Several Days| 3, More than half the days | 4, Nearly every day",,,,,,,y,,,,,
gad701_2,gad701,,radio,"Over the last 2 weeks, how often have you been bothered by not being able to stop or control worrying?","1, Not at all | 2, Several Days| 3, More than half the days | 4, Nearly every day",,,,,,,y,,,,,
gad701_3,gad701,,radio,"Over the last 2 weeks, how often have you been bothered by worrying too much about different things?","1, Not at all | 2, Several Days| 3, More than half the days | 4, Nearly every day",,,,,,,y,,,,,
gad701_4,gad701,,radio,"Over the last 2 weeks, how often have you been bothered by trouble relaxing?","1, Not at all | 2, Several Days| 3, More than half the days | 4, Nearly every day",,,,,,,y,,,,,
gad701_5,gad701,,radio,"Over the last 2 weeks, how often have you been bothered by being so restless that it is hard to sit still?","1, Not at all | 2, Several Days| 3, More than half the days | 4, Nearly every day",,,,,,,y,,,,,
gad701_6,gad701,,radio,"Over the last 2 weeks, how often have you been bothered by becoming easily annoyed or irritable?","1, Not at all | 2, Several Days| 3, More than half the days | 4, Nearly every day",,,,,,,y,,,,,
gad701_7,gad701,,radio,"Over the last 2 weeks, how often have you been bothered by feeling afraid as if something awful might happen?","1, Not at all | 2, Several Days| 3, More than half the days | 4, Nearly every day",,,,,,,y,,,,,
bdi_preamble,bdi01,,descriptive,"This questionnaire consists of 21 groups of statements. Please read each group of statements carefully. And then pick out the one statement in each group that best describes the way you have been feeling during the past two weeks, including today. Circle the number beside the statement you have picked. If several statements in the group seems to apply equally well, circle the highest number for that group. Be sure that you do not choose more than one statement for any group, including Item 16 (Changes in Sleeping Pattern) or Item 18 (Changes in Appetite).",,,,,,,,,,,,,
bdi01_1,bdi01,,radio,1. Sadness,"0, I do not feel sad. |1, I feel sad much of the time.|2, I am sad all the time.|3, I am so sad or unhappy that I can't stand it.",,,,,,,y,,,,,
bdi01_2,bdi01,,radio,2. Pessimism,"0, I am not discouraged about my future. |1, I feel more discouraged about my future than I used to. |2, I do not expect things to work out for me. |3, I feel my future is hopeless and will only get worse.",,,,,,,y,,,,,
bdi01_3,bdi01,,radio,3. Past Failure,"0, I do not feel like a failure. |1, I have failed more than I should have. |2, As I look back, I see a lot of failures. |3, I feel I am a total failure as a person.",,,,,,,y,,,,,
bdi01_4,bdi01,,radio,4. Loss of Pleasure,"0, I get as much pleasure as I ever did from the things I enjoy. |1, I don't enjoy things as much as I used to. |2, I get very little pleasure from the things I used to enjoy. |3, I can't get any pleasure from the things I used to enjoy.",,,,,,,y,,,,,
bdi01_5,bdi01,,radio,5. Guilty Feelings,"0, I don't feel particularly guilty. |1, I feel guilty over many things I have done or should have done. |2, I feel quite guilty most of the time. |3, I feel guilty all of the time.",,,,,,,y,,,,,
bdi01_6,bdi01,,radio,6. Punishment Feelings,"0, I don't feel I am being punished. |1, I feel I may be punished. |2, I expect to be punished. |3, I feel I am being punished.",,,,,,,y,,,,,
bdi01_7,bdi01,,radio,7. Self-Dislike,"0, I feel the same about myself as ever. |1, I have lost confidence in myself. |2, I am disappointed in myself. |3, I dislike myself.",,,,,,,y,,,,,
bdi01_8,bdi01,,radio,8. Self-Criticalness,"0, I don't criticize or blame myself more than usual. |1, I am more critical of myself than I used to be. |2, I criticize myself for all of my faults. |3, I blame myself for everything bad that happens.",,,,,,,y,,,,,
bdi01_9,bdi01,,radio,9. Suicidal Thoughts or Wishes,"0, I don't have any thoughts of killing myself. |1, I have thoughts of killing myself, but I would not carry them out. |2, I would like to kill myself. |3, I would kill myself if I had the chance.",,,,,,,y,,,,,
bdi01_10,bdi01,,radio,10. Crying,"0, I don't cry anymore than I used to. |1, I cry more than I used to. |2, I cry over every little thing. |3, I feel like crying, but I can't.",,,,,,,y,,,,,
bdi01_11,bdi01,,radio,11. Agitation,"0, I am no more restless or wound up than usual. |1, I feel more restless or wound up than usual. |2, I am so restless or agitated, it's hard to stay still. |3, I am so restless or agitated that I have to keep moving or doing something.",,,,,,,y,,,,,
bdi01_12,bdi01,,radio,12. Loss of Interest,"0, I have not lost interest in other people or activities. |1, I am less interested in other people or things than before. |2, I have lost most of my interest in other people or things. |3, It's hard to get interested in anything.",,,,,,,y,,,,,
bdi01_13,bdi01,,radio,13. Indecisiveness,"0, I make decisions about as well as ever. |1, I have much greater difficulty in making decisions than I used to. |2, I have much greater difficulty in making decisions than I used to. |3, I have trouble making any decisions.",,,,,,,y,,,,,
bdi01_14,bdi01,,radio,14. Worthlessness,"0, I do not feel I am worthless. |1, I don't consider myself as worthwhile and useful as I used to. |2, I feel more worthless as compared to others. |3, I feel utterly worthless.",,,,,,,y,,,,,
bdi01_15,bdi01,,radio,15. Loss of Energy,"0, I have as much energy as ever. |1, I have less energy than I used to have. |2, I don't have enough energy to do very much. |3, I don't have enough energy to do anything.",,,,,,,y,,,,,
bdi01_16,bdi01,,radio,16. Changes in Sleeping Pattern,"0, I have not experienced any change in my sleeping.|1, I sleep somewhat more than usual. |2,Ê I sleep somewhat less than usual. |3, I sleep a lot more than usual. |4, I sleep a lot less than usual. |5, I sleep most of the day. |6, I wake up 1-2 hours early and can't get back to sleep.",,,,,,,y,,,,,
